CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
NAO CONSEGUE TOCAR A MUSICA QUE PEDIMOS!!!,1,0,2.2.436689.0,2021-12-13 07:17:45
NAO FUNCIONA!,1,0,2.2.438005.0,2021-12-13 00:05:19
PESSIMA USABILIDADE,1,0,2.2.438005.0,2021-12-12 19:01:37
"AS CONFIGUROES SAO INSTAVEIS, FUNCIONAM DURANTE UM TEMPO E DEPOIS PARAM DE FUNCIONAR E E NECESSARIO REFAZER TUDO DE NOVO. A USABILIDADE DE UM HEAVY USER E COMPROMETIDA, MAS CASO NAO UTILIZE MUITAS AUTOMACOES E GRUPOS DE MUSICA, TALVEZ SEJA UM BOM EQUIPAMENTO.",2,33,2.2.438005.0,2021-12-12 13:32:42
"O APP PASSOU A APRESENTAR ALGUNS PROBLEMAS APOS A ULTIMA ATUALIZACAO, POR EXEMPLO A OPCAO DOS DISPOSITIVOS ENVIAREM MENSAGENS DE VOZ APOS UM GATILHO NAO FUNCIONAM, E AS OPCOES DE FAVORITOS DEIXARAM DE EXIBIR A TEMPERATURA DOS DISPOSITIVOS...",2,3,2.2.438005.0,2021-12-12 11:45:15
"SERA QUE ACONTECE APENAS COMIGO? INSTALEI O APP NO CELULAR E, CLICANDO NOS ITENS, AS PAGINAS DEMORAM MUUUUUITO PARA ABRIR - ISSO QUANDO ABREM. E COMO SE O TOUCH NAO FUNCIONASSE DIREITO (O QUE NAO E O CASO).",2,0,2.2.436689.0,2021-12-12 11:23:38
DIFICIL FAZER A CONFIGURACAO,1,0,2.2.438005.0,2021-12-11 23:29:29
"APOS A ULTIMA ATUALIZACAO, O ECHODOT FICOU UNS DIAS DESLIGADO, E AGORA NAO ACESSA MINHA REDE WI-FI. DESINSTALANDO TUDO PRA VER SE FUNCIONA. E NEM INSTALAR O APP DE NOVO ESTOU CONSEGUINDO, PARA NO 97% E NAO CONCLUI.",1,0,2.2.384932.0,2021-12-11 20:02:59
"NAO CONSIGO BAIXAR AUDIO DE LIVROS, CAIU A INTERNET CAI O AUDIO.",1,0,2.2.438005.0,2021-12-11 15:49:13
"APESAR DA AMAZON SER BOA NO QUE FAZ, O APP E MUITO LENTO NO MEU SAMSUNG A30, MAS MUITO E MUITO LENTO, SENDO QUE OS OUTROS APPS FUNCIONAM NORMALMENTE",2,0,2.2.438005.0,2021-12-11 12:53:05
"NA BOA, PODERIA SER UM APP DE EXCELENCIA VINDO DE UMA EMPRESA COMO A AMAZON, MAS DEIXA A DESEJAR PELA LENTIDAO E TRAVAMENTO. ESPERO QUE MELHORE, CASO CONTRARIO TROCAREI TODOS MEUS DISPOSITIVOS PARA O GOOGLE.",1,3,2.2.438005.0,2021-12-11 12:42:02
NAO FUNCIONA NA TV SONY BRAVIA,2,0,2.2.436689.0,2021-12-10 19:27:10
A ALEXA E MEIO SURDA E AS RESPOSTAS NAO SAO BOAS QUE NEM O ASSISTENTE DO GOOGLE.,2,0,2.2.438005.0,2021-12-10 17:53:54
"NAO CONSIGO CONFIGURAR O WI-FI DE JEITO NENHUM, MESMO ACOMPANHANDO O MANUAL. QUE PELEJA SEM SOLUCAO",1,0,2.2.438005.0,2021-12-10 17:37:51
"A AMAZON NEM RESPONDE OS COMENTARIOS, PRA AVISAR ALGUMA COISA, QUANDO EU SELECIONO PARA CRIAR UMA ROTINA, TRAVA TUDO E FICA PISCANDO, DEEM UM JEITINHO AI GALERA BORA VER AMAZON!",2,0,2.2.438005.0,2021-12-10 13:58:12
"BEM QUE VOCES PODERIAM ATIVAR O MODO CONTINUO DA ALEXA PARA O BRASIL, NE? ATE ENTENDO VOCES FAZEREM O TESTE PRIMEIRO NOS EUA MAS LOGO DEVERIAM FAZER A ATUALIZACAO PARA O BRASIL.",2,0,2.2.436689.0,2021-12-10 13:09:28
"MUITO RUIM A LEITURA DE LIVROS. DIGO ISSO NAO PELA QUALIDADE DA LEITURA DA ALEXA QUE E EXCELENTE, POREM PELA FRUSTRACAO QUE E ESTAR ESCUTANDO E, DE REPENTE, A LEITURA VOLTAR A UM PONTO ANTERIOR E EU FICAR TOTALMENTE PERDIDO. IMPOSSIVEL CHEGAR AI MESMO PONTO DA LEITURA APOS. GOSTARIA DE SABER SE ALGUEM JA RELATOU ESSE BUG E SE TEM SOLUCAO. OBRIGADO.",1,15,2.2.438005.0,2021-12-10 12:27:41
"NAO CONECTA FACIL, MUDA DE PLAYLIST E DESCONECTA DO DISPOSITIVO",2,0,2.2.438005.0,2021-12-10 09:51:40
"PELO APP, TRAVA E NAO FAZ O SOLICITADO",1,0,2.2.436689.0,2021-12-10 09:45:59
MUITO CONFUSA,1,0,2.2.438005.0,2021-12-10 09:16:49
DESINSTALANDO AGORA,1,0,2.2.438005.0,2021-12-10 04:24:50
FICOU FORA DO AR MUITOS DIAS SEM SOLUCAO.,1,0,2.2.436689.0,2021-12-10 00:21:17
O APP NAO ESTA ABRINDO. NAO CONSIGO CONFIGURAR MEU DISPOSITIVO.,1,0,2.2.438005.0,2021-12-09 21:31:55
"CONFIGUREI O CASA INTELIGENTE, MAS ESQUECI QUE O APLICATIVO NAO E INTELIGENTE, SE E PARA DESBLOQUEAR E ABRIR O APLICATIVO ENTAO PARA QUE TE-LO? MAIS FACIL CONTROLAR TUDO PELO EWELINK, PELO MENOS O GOOGLE FAZ QUASE TUDO, SO FALTA A OPCAO DE OPERAR MESMO COM TELA BLOQUEADA, ISSO DEVERIA SER UMA OPCAO.",1,1,2.2.438005.0,2021-12-09 19:01:12
"APLICATIVO LENTO, ALEM DE VARIOS BUGS E LIMITACOES.",2,0,2.2.436689.0,2021-12-09 14:45:30
"O APLICATIVO NAO DA PRA FAZER NADA, CRIAR ROTINA, SINCRONIZAR CONTATOS, ESTA INUTILIZAVEL",1,0,2.2.438005.0,2021-12-09 13:21:16
HORRIVEL,1,0,2.2.438005.0,2021-12-09 00:11:06
"ATUALIZOU POREM AINDA CONTINUA COM PROBLEMAS NA HORA DE REPRODUZIR. QUANDO PECO UMA MUSICA, MINHA ECHO INFORMA QUE ""NAO E POSSIVEL REPRODUZIR TENTE MAIS TARDE"". AGORA NESSA ULTIMA ATUALIZACAO JA CONSEGUI PAREAR A LAMPADA INTELIGENTE E ESTA FUNCIONANDO.",1,4,2.2.438005.0,2021-12-08 20:45:11
O SERVICO ANDA NAO RESPONDENDO DIVERSAS VEZES.,2,0,2.2.438005.0,2021-12-08 19:05:35
NAO ENCONTRA DISPOSITIVOS,1,0,2.2.438005.0,2021-12-08 18:24:22
"NOS ULTIMOS DIAS COMECOU A TER PROBLEMAS DE CONEXAO, NAO ACESSA O AMAZON MUSIC E INICIA ROTINAS COM ATRASO.",2,0,2.2.436689.0,2021-12-08 14:16:56
TRAVA A TODO MOMENTO,1,0,2.2.438005.0,2021-12-08 10:36:27
"MUITO LENTO, TRAVA MUITO",1,0,2.2.436689.0,2021-12-08 10:29:08
NAO CONSIGO CONFIGURAR ECHO DOT,1,0,2.2.438005.0,2021-12-08 00:21:01
MUITO LENTO,1,0,2.2.438005.0,2021-12-07 22:27:20
NAO ESTA FUNCIONANDO.E JA PAGUEI,1,0,2.2.436689.0,2021-12-07 21:49:34
"PARA QUEM TEM DISPOSITIVO INTELIGENTE E PAROU DE FUNCIONAR, TENTA CONECTAR COM UM IOS. O PROBLEMA E O APLICATIVO. TIVE QUE DESINSTALAR TUDO PRA DEPOIS DESCOBRIR QUE E O APLICATIVO DA ALEXA QUE ESTA RUIM.",1,2,2.2.436689.0,2021-12-07 20:12:57
"MANO QUE APLICATIVO HORRIVEL!!! LENTO DEMAIS  E SEM FALAR QUE NAS SKIL NAO DA PRA CONECTAR OUTROS SERVICOS DE MUSICA, SO FUNCIONA COM AMAZON MUSIC ",1,1,2.2.438005.0,2021-12-07 20:08:43
NUNCA VI UM APP TAO RUIM. NAO VINCULA NADA QUE NAO SEJA DO ECOSSISTEMA DA AMAZON. E DE PROPOSITO?,1,0,2.2.438005.0,2021-12-07 20:07:10
"PESSIMO, NAO CONSIGO INSTALAR UMA SKILLL SEM TRAVAR",1,0,2.2.436689.0,2021-12-07 19:59:32
NAO VINCULA NENHUMA CONTA.. MUITO RUIM,1,0,2.2.436689.0,2021-12-07 19:56:25
APOS ATUALIZACAO NAO CONSIGO VER MINHAS SKILLS.,2,0,2.2.436689.0,2021-12-07 19:55:11
DECEPCIONADO COM O APP. ESPERAVA MUITO MAIS DA APLICACAO. CONSTANTE PROBLEMA COM A VINCULACAO DE CONTA NO SPOTIFY E APENAS O APP TEM UMA CONEXAO HORRIVEL.,1,0,2.2.436689.0,2021-12-07 19:53:54
"ASSIM QUE COMECEI A USAR FOI MIL MARAVILHAS, MAS AGORA ESTOU COM UM PROBLEMA EM QUE A ALEXA NAO CONSEGUE ACESSAR A AMAZON MUSIC. JA RESETEI, DESINSTALEI OS DOIS APPS E NADA...",1,0,2.2.436689.0,2021-12-07 19:53:35
"ALEXA SUBTAMENTE PAROU DE CONTROLAR AS LUZES DA CASA, E NAO CONSEGUE ACESSAR O AMAZON MUSI. TESTEI EM OUTROS DISPOSITIVOS DE OUTRAS CASAS, E APRESENTAM O MESMO PROBLEMA",1,1,2.2.438005.0,2021-12-07 19:52:57
"TENHO 2 ECHOS , MAS A ECHO SHOW 8 NAO CONSIGO ABRIR A CAMERA DE MONITORAMENTO RESIDENCIAL NO MEU CEL ... RESOLVAM ISSO , POR FAVOR...",1,0,2.2.438005.0,2021-12-07 19:49:44
DEPPIS QUE ASSINEI NAO FUNCIONA MAIS COMO ANTES E O MES DE GRATUIDADE ESTA TENDO ANUNCIOS AINDA. NAO ESTOU GOSTANDO POIS NAO ESTA MAIS TOCANDO SO PORQUE ASSINEI. DIZ PARA ENTRAR EM CONTATO COM SUPORTE MAIS NAO TENHO TEMPO PARA ISSO,1,0,2.2.436689.0,2021-12-07 19:46:00
"NAO ESTOU CONSEGUINDO CONECTAR COM MINHAS SKILS, NAO CONSIGO MAIS LIGAR AS LUZES VIA JWCOM . VCS PODERIAM CONSERTAR ISSO, POR FAVOR.",2,1,2.2.436689.0,2021-12-07 19:41:45
"IMPOSSIVEL DE UTILIZAR O APP, SKILLS SEM RESPOSTA, TEMPO DE CARREGAMENTO INFINITO",1,0,2.2.438005.0,2021-12-07 19:39:57
APP MUITO LENTO E MINHAS SKILLS PARARAM DE FUNCIONAR. NAO CONSIGO NEM ABRIR A PARTE DE CONFIGURACAO.,1,0,2.2.436689.0,2021-12-07 19:34:01
A LUZ PARA DE FUNCIONAR,1,0,2.2.436689.0,2021-12-07 19:33:18
"DESTA ULTIMA ATUALIZACAO PAROU DE FUNCIONAR ,NAO FUNCIONA MAIS NENHUMA TOMADA INTELIGENTE DA CASA ,ESPERO QUE RESOLVA LOGO NADA EM CASA ESTA FUNCIONANDO.",2,0,2.2.436689.0,2021-12-07 19:32:22
APP MUITO LENTO. SKILLS NAO FUNCIONAM DIREITO.,1,0,2.2.436689.0,2021-12-07 19:28:40
PERDEU A CONEXAO COM O DEEZER. APP COM PROBLEMAS. PRECISA MELHORAR.,1,0,2.2.438005.0,2021-12-07 19:26:57
O APLICATIVO ESTA CHEIO DE BIG,1,0,2.2.436689.0,2021-12-07 19:26:50
PAROU DE FUNCIONAR!,1,0,2.2.436689.0,2021-12-07 19:26:07
APLICATIVO PAROU DE RECONHECER O SPOTIFY E NAO TEM QUEM FACA VOLTAR AO NORMAL. JA TENTEI DESVINCULAR E VINCULAR DENOVO. FOI INUTIL. ALEM DE DEMORAR UM TEMPO ABSURDO PRA CARREGAR,1,0,2.2.436689.0,2021-12-07 19:25:59
"APLICATIVO FUNCIONAVA PERFEITAMENTE ATE ALGUNS DIAS ATRAS AGORA MINHAS SKILLS SIMPLESMENTE PARARAM DE FUNCIONAR E QUANDO TENTO ENTRAR NAS SKILLS NO APP DEMORA MUITO PARA CARREGAR, QUANDO CARREGA.",1,0,2.2.436689.0,2021-12-07 19:25:48
"O APLICATIVO NAO ESTA FUNCIONANDO, VOCE NAO CONSEGUE QUE OS DISPOSITIVOS FUNCIONEM, NAO CONSEGUI ACESSAR AS SKILS.",1,0,2.2.436689.0,2021-12-07 19:25:06
"MINHA ALEXA PERDEU A CONEXAO COM O DEEZER E AGORA NAO QUER CONECTAR MAIS, O APLICATIVO DA ALEXA TRAVA QUANDO TENTO RECONFIGURAR O DEEZER. PARECE ATE QUE QUEREM FORCAR A GENTE A USAR O AMAZON MUSICA, LAMENTAVEL.",1,4,2.2.438005.0,2021-12-07 19:23:39
NAO FUNCIONA,1,0,2.2.436689.0,2021-12-07 19:21:42
"MUITO LENTA, DEMORANDO A RESPONDER, JA FOI MELHOR.",1,0,2.2.436689.0,2021-12-07 19:20:49
LIXO. A ULTIMA ATUALIZACAO FEZ PARAR TUDO. APP PAROU DE FUNCIONAR . ESTA TRAVADO. TENHO 3 ECHODOT E MAIS UMA ECOSHOW QUE PODEM SER JOGADAS NO LIXO AGORA. ONDE JA SE VIU FAZER UM UPGRADE QUE NAO FUNCIONA MAIS NADA. QUE LIXO. NUNCA COMPREM AMAZON COMPREM GOOGLE.,1,2,2.2.436689.0,2021-12-07 19:20:36
"TA HORRIVEL , NAO CONSIGO MAS COMANDAR NADA, DIZ QUE TA COM ERRO, MAS TODOS OS SONOFFS ESTAO FUNCIONANDO PERFEITAMENTE NO APLICATIVO PROPRIO MAS O COMANDO DA ALEXA NAO RECONHECE, JA ATUALIZEI, DESINSTALEI E NADA.",1,0,2.2.436689.0,2021-12-07 19:20:11
"SIMPLESMENTE PAROU DE FUNCIONAR TUDO. NAO CONSIGO ACESSAR MINHAS SKILLS, DESCONECTOU DOS MEUS INTERRUPTORES, QUANDO TENTO FAZER ALGO A TELA FICA SO CARREGANDO.",1,0,2.2.438005.0,2021-12-07 19:19:13
"DEPOIS DA ULTIMA ATUALIZACAO O APP FICOU MUITO RUIM, DEMORA PARA RESPONDER, NAO CONSIGO VINCULAR AS CONTAS DE MUSICA, CASA INTELIGENTE ETC, COLOQUEM UMA ATUALIZACAO NOVA AJUSTANDO ESSAS COISA, PQ NO CASO FICOU UM ALEXA INUTIL AQUI EM CASA !",1,2,2.2.436689.0,2021-12-07 19:19:00
"DEPOIS DA ULTIMA ATUALIZACAO PAROU DE FUNCIONAR COM OS ELETRONICOS, ESTA SEM CONECTIVIDADE",1,0,2.2.436689.0,2021-12-07 19:18:27
ATUALIZOU E NAO ESTOU CONSEGUINDO CONECTAR MINHA LAMPADA A ALEXA. UMA VERGONHA ESSA ATUALIZACAO.,1,0,2.2.436689.0,2021-12-07 19:18:19
"APLICATIVO MUITO RUIM, VA PARA O GOOGLE HOME",1,0,2.2.416420.0,2021-12-07 19:17:52
ECHO DOT SIMPLESMENTE PERDEU A CONECTIVIDADE COM A DEEZER. NAO VINCULA A LINHA CONTA E NAO CONSIGO OUVIR MUSICAS.,1,2,2.2.438005.0,2021-12-07 19:16:26
"COMPREI E JA ESTOU COM PROBLEMAS.NAP VINCULA A MINHA CONTA SPOTIFY. JA TENTEI DE TUDO AQUI, MAS SEM SUCESSO.",2,0,2.2.436689.0,2021-12-07 19:16:03
"TEM MUITO A MELHORAR, APLICATIVO LENTO DEMAIS, FORA AS SKILLS RUINS COM PROBLEMAS DE COMPATIBILIDADE E ETC.",2,0,2.2.436689.0,2021-12-07 19:14:25
DEPOIS DE ONTEM O APLICATIVO NAO RECONHECE MAIS MINHA SMARTLAMPADA TENTEI DESATIVAR A SKILAS N CONSIGO PQ QUANDO APERTO PRA VER AS MINHAS FICA CARREGANDO SEM FIM,2,0,2.2.436689.0,2021-12-07 19:14:21
DESDE A ULTIMA ATUALIZACAO TUDO PAROU DE FUNCIONAR. ELA NAO SE CONECTA MAIS A NENHUM DISPOSITIVO.,1,2,2.2.438005.0,2021-12-07 19:14:09
"APP LENTO, NAO ABRE AS OPCOES. MUITO RUIM DE USAR.",1,0,2.2.436689.0,2021-12-07 19:13:13
NAO CONSIGO OUVIR MUSICAS,1,0,2.2.436689.0,2021-12-07 19:12:21
"ESTA MUITO RUIM.HOJE PAROU DE FUNCIONAR TUDO AQUI EM CASA TV, LUZES E ETC NAO ESTA CONTROLANDO MAIS NADA.NAO CONSEGUE CONECCAO COM APP JWCOM NEM SMART LIFE. VOCES PRECISAM ARTUMAR ISTO AI",2,0,2.2.436689.0,2021-12-07 19:11:26
MUITO LENTO,1,0,2.2.436689.0,2021-12-07 19:10:45
PAROU DE FUNCIONAR MINHA LAMPADA INTELIGENTE DESDE A ULTIMA ATUALIZACAO,1,0,2.2.436689.0,2021-12-07 19:09:55
"O APLICATIVO PAROU DE FUNCIONAR, NAO CONSIGO CONTROLAR OS APARELHOS",1,0,2.2.436689.0,2021-12-07 19:09:31
O APP APRESENTA LENTIDAO E ERROS AO LANCAR COMANDOS AOS DISPOSITIVOS,1,0,2.2.436689.0,2021-12-07 19:09:10
"ULTIMAMENTE ESTA HORRIVEL, SUMIU TODAS AS MINHAS SKILLS E MEUS OUTROS DISPOSITIVOS INTELIGENTES.",2,0,2.2.438005.0,2021-12-07 19:08:40
DEPOIS DA ULTIMA ATUALIZACAO TODAS AS MINHAS SKILLS E ROTINAS SUMIRAM...,1,0,2.2.436689.0,2021-12-07 19:08:14
PESSIMO! CONFUSO E NAO FUNCIONA DIREITO.,1,0,2.2.436689.0,2021-12-07 19:06:48
"DEPOIS DA ULTIMA ATUALIZACAO FICOU MUITO INSTAVEL, HOJE DO NADA DEIXOU DE FUNCIONAR, A ALEXA NAO ESTA ATENDENDO OS COMANDOS NAO ESTA ACENDENDO AS LAMPADAS, NEM TOCANDO MUSICA PELO AMAZON MUSIC, ESPERO QUE ARRUMEM ISSO, SINCERAMENTE ME ARREPENDO DE TEE COMPRADO OUTRA ECODOT PORQUE NAO ESTA FUNCIONANDO CORRETAMENTE O APLICATIVO E A PROPRIA ALEXA NAO ESTA FUNCIONANDO CORRETAMENTE NOS SPEAKER, DEVIA TEE COMPRADO DO GOOGLE PARA TESTAR ASSIM NAO FICARIA NA MAO.",1,1,2.2.436689.0,2021-12-07 19:06:40
VOU DAR DUAS ESTRELAS POIS DESDE A ULTIMA ATUALIZACAO A MESMA NAO VINCULA MAIS COM O SPORTFY E NAO ENTENDE MAIS ALGUNS COMANDOS.,1,0,2.2.436689.0,2021-12-07 19:06:27
"ESTA MUITO RUIM, NAO ESTA REPRODUZINDO AS MUSICAS, VIVE COM ERRO DE CONEXAO",1,0,2.2.438005.0,2021-12-07 19:06:25
"ATUALIZACAO HORRIVEL. APLICATIVO FICOU TODO LENTO E TRAVADO, ALEM DE PERDER VINCULO RECORRENTE NAS CONTAS DAS SKILLS",1,0,2.2.436689.0,2021-12-07 19:05:33
DO NADA TODAS AS MINHAS LUZES NAO CONECTAM COM A ALEXA :/,2,0,2.2.436689.0,2021-12-07 19:05:31
"O APLICATIVO PAROU DE SE COMUNICAR COM A MINHA TOMADA E COM O MEU AR DA LG, E COM A MINHA LAMPADA INTELIGENTE ",1,0,2.2.436689.0,2021-12-07 19:04:47
APP TA UM LIXO INTERNET TA COM 500MG E NAO CONSEGUE CARREGAR UMA SKILL,2,0,2.2.438005.0,2021-12-07 19:03:35
SKILLS NAO CARREGAM DE MANEIRA ALGUMA.,1,0,2.2.438005.0,2021-12-07 19:03:09
"APLICATIVO MUITO LENTO, USABILIDADE SOFRIVEL.",2,0,2.2.436689.0,2021-12-07 19:01:30
A LOT OF BUGS THAT MAKE THE APP ALMOST UNUSABLE FOR THE SETUP... HAD TO GRAB MY LAPTOP TO DO IT ALL,1,0,2.2.436689.0,2021-12-07 19:01:25
APLICATIVO HORRIVEL... SO TELA PRETA E CARREGAMENTO SEM FIM.,1,0,2.2.436689.0,2021-12-07 18:59:07
"NAO ABRE AS SKILLS, NAO ESTA MAIS COMPATIVEIS COM AS LAMPADAS! TA HORRIVEL!",1,0,2.2.436689.0,2021-12-07 18:58:56
"APLICATIVO MUITO LENTO, CADA TELA QUE PRECISA ABRIR DEMORA UM TEMPAO.",1,0,2.2.436689.0,2021-12-07 18:57:48
"APLICATIVO ESTA MUITO RUIM, ESTA TODA HORA DIZENDO QUE DISPOSITIVO NAO ENCONTRANDO, PROBLEMA INTERMITENTE",1,0,2.2.436689.0,2021-12-07 18:56:06
"ACABEI DE BAIXAR O APLICATIVO, MAS NAO ESTA VINCULANDO A MINHA CONTA DO SPOTIFY. NAO SURTE QUALQUER EFEITO CLICAR EM CIMA DA OPCAO ""VINCULAR""",1,0,2.2.436689.0,2021-12-07 18:55:48
NAO VINCULA COM O SPOTIFY,1,0,2.2.436689.0,2021-12-07 18:54:49
"HORRIVEL, APP TODO TRAVADO NADA CARREGA",1,0,2.2.436689.0,2021-12-07 18:54:10
"ESTA COM PROBLEMAS DE SINCRONIZACAO COM TODOS OS MEUS DISPOSITIVOS, TENHO UMA LG DE 55"" E UMA SAMSUNG 42"" NENHUMA VINCULA, SEM CONTAR SERVICOS COMO SPOTIFY, NAO SEI SE HOUVE ATUALIZACAO DO APP, MAS REFACAM ISSO PELO AMOR DE DEUS.",1,2,2.2.436689.0,2021-12-07 18:53:43
"A ALEXA PERDEU A CONEXAO COM TODOS OS MEUS DISPOSITIVOS SMART. E AI, COMO RESOLVER ISSO?",2,0,2.2.436689.0,2021-12-07 18:52:11
"QUE APLICATIVO RUIM! MEU DEUS HAJA PACIENCIA! LENTO DE MAIS, NAO CARREGA, TODA VEZ QUE O DISPOSITIVO ATUALIZA O SISTEMA A SKILL DO FACEBOOK E DA LAMPADA DESCONECTA. ASSIM NAO DA!",1,2,2.2.438005.0,2021-12-07 18:50:50
"APLICATIVO EXTREMAMENTE LENTO E NAO CARREGA NADA, TA DIFICIL DE USAR",1,0,2.2.436689.0,2021-12-07 18:50:28
PAROU DE FUNCIONAR O SPOTIFY E MEUS DISPOSITIVOS INTELIGENTES,1,0,2.2.438005.0,2021-12-07 18:50:21
"DO NADA NAO ABRE MAIS O DEEZER, NAO ASCENDE AS LAMPADAS. ARRUMEM LOGO ESSE TROCO AMAZON.",1,0,2.2.436689.0,2021-12-07 18:48:49
"A ECHO DOT EM SI E BOA, MAS ESSE APP E HORRIVEL DE LENTO!!! CHEGA A SER INUTIL!! UMA VERGONHA PRA UMA EMPRESA COMO A AMAZON FORNECER UM SERVICO PELA METADE SEM O ESFORCO DE DESENVOLVER UM APP DECENTE",1,18,2.2.436689.0,2021-12-07 18:46:12
"PAROU DE FUNCIONAR, SIMPLESMENTE A CASA INTEIRA PAROU DE FUNCIONAR PORQUE ALEXA NAO FAZ MAIS NADA, NEM TOCA MUSICA. TIVE QUE PEGAR AS LAMPADAS ANTIGAS PORQUE A CASA ""SMART"" NAO ESTA FUNCIONANDO.",1,2,2.2.436689.0,2021-12-07 18:45:50
"O APLICATIVO NAO TA FUNCIONANDO, ATIVAR O SMARTTHINGS.",1,0,2.2.436689.0,2021-12-07 18:44:20
HORRIVEL,1,1,2.2.438005.0,2021-12-07 18:30:59
"NAO VINCULA AO SPOTIFY, AO EKAZA. PESSIMO!",1,1,2.2.438005.0,2021-12-07 18:22:35
MUITO LENTO. E MUITO INSTAVEL.,2,0,2.2.438005.0,2021-12-07 18:14:56
ESTA COM MUITOS BUGS,1,2,2.2.438005.0,2021-12-07 18:13:52
"A SKILL DO SPOTIFY NAO TOCA MUSICAS ESPECIFICAS, SEMPRE QUE PECO A ALEXA ME RESPONDE QUE SO ESTA DISPONIVEL COM O AMAZON MUSIC UNLIMITED, PODRE O MODO COMO A AMAZON QUER EMPURRAR O SISTEMA DE STREAMING DELES PRA MIM.",1,2,2.2.436689.0,2021-12-07 18:11:56
"DEPOIS DA ULTIMA ATUALIZACAO O APLICATIVO FICOU HORRIVEL, NAO FUNCIONA NADA, GERALME ERA PRA FICAR MELHOR COM ATUALIZACAO POREM NAO FUNCIONA ESTOU ATE PENSANDO EM COMPRAR OUTRO APARELHO E TROCAR A ECODOT",1,1,2.2.438005.0,2021-12-07 17:59:49
"HORRIVEL. DESDE A ULTIMA ATUALIZACAO, NAO DESCOBRE MAIS NENHUM DISPOSITIVO, NAO INSTALA NENHUMA SKILL.",1,2,2.2.438005.0,2021-12-07 17:56:24
"PAROU DE FUNCIONAR. SIMPLES ASSIM. COMPREI VARIAS LUZES, TOMADAS, SENSORES... TODOS FUNCIONAVAM BEM. DE REPENTE, TUDO PAROU. ECHO QUARTA GERACAO. VOU DEVOLVER A ASSISTENTE E OS DISPOSITIVOS.",1,2,2.2.436689.0,2021-12-07 17:55:15
NAO ESTA VINCULANDO COM A CONTA DO SPOTIFY. MUITO LENTO.,1,1,2.2.438005.0,2021-12-07 17:54:40
"NADA MAIS FUNCIONA. TUDO O QUE ESTAVA CONECTADO NO SMART LIFE, E ERA COMPATIVEL HA ANOS, NAO E MAIS ACIONADO PELA ALEXA.",1,1,2.2.436689.0,2021-12-07 17:46:20
TA MUITO RUIM. NAO DESLIGA MAIS NADA. PRIMEIRO OS APARELHOS APARECIAM COMO DESLIGADO MESMO ESTANDO LIGADOS E AGORA NAO E NEM DESLIGA MAIS NADA,1,1,2.2.436689.0,2021-12-07 17:45:52
MTOS BUGS,1,1,2.2.436689.0,2021-12-07 17:43:23
ALEXA SKILLS STOPED WORKING AND IT'S IMPOSSIBLE TO RECONNECT AGAIN,2,8,2.2.436689.0,2021-12-07 17:38:11
"AS SKINS PARARAM DE FUNCIONAR, EM ESPECIFICO POSITIVO E SMART LIFE AGUARDO RETORNO.",1,1,2.2.436689.0,2021-12-07 17:36:43
"PESSIMO NAO FUNCIONA DIREITO TRAVA TODA HORA, NEM DA PRA VINCULAR A CONTA DO SPOTIFY.",1,1,2.2.438005.0,2021-12-07 17:33:32
"NAO ESTA SE CONECTANDO ADEQUADAMENTE COM MEUS DISPOSITIVOS, CASA INTELIGENTE MESMO NO APP DELES ESTANDO FUNCIONANDO NORMALMENTE",1,0,2.2.436689.0,2021-12-07 17:33:03
PAROU DE RECONHECER OS DISPOSITIVOS VINCULADOS,1,1,2.2.436689.0,2021-12-07 17:33:01
"DEPOIS DA ULTIMA ATUALIZACAO, MINHA ROTINA COM SENSOR DE PORTA PAROU E NAO VAI DE JEITO NENHUM. ELE RECONHECE O SENSOR, SABE QUE ESTA ABERTO E FECHADO, POREM NAO EXECUTA A ROTINA. AINDA DEPOIS DE MAIS 2 ATUALIZACOES , CONTINUA COM MESMO PROBLEMA",1,4,2.2.438005.0,2021-12-07 17:32:21
"INFELIZMENTE DO ""NADA"" PAROU DE RECONHECER AS LAMPADAS, NAO TOCA MUSICA DO PROPRIO AMAZON MUSIC, NAO VINCULA SPOTIFY. SINCERAMENTE UMA DECEPCAO MUITO GRANDE, PORQUE E UMA EMPRESA MUITO RICA PARA MANTER PRODUTOS TAO MEIA BOCA. SE O PROBLEMA E ATUALIZACAO, DEVERIA VIR UM AVISO AOS USUARIOS E UM PRAZO DE RESOLUCAO. O MINIMO POR UM PRODUTO PAGO E MUITO BEM PAGO.",1,51,2.2.438005.0,2021-12-07 17:17:07
NAO FUNCIONA BEM,2,1,2.2.436689.0,2021-12-07 17:08:03
MEUS DISPOSITIVO DA CASA INTELIGENTE PAROU DE FUNCIONAR O APP ESTA COM PROBLEMA EM VEICULAR AS CONTAS DA CASA INTELIGENTE.,1,1,2.2.436689.0,2021-12-07 17:05:43
"ULTIMA ATUALIZACAO DE DEZEMBRO PAROU TUDO.. LAMPADAS, TOMADAS ETC... NADA FUNCIONA",2,0,2.2.436689.0,2021-12-07 16:54:57
APOS A ATUALIZACAO DE HOJE TODOS OS DISPOSITIVOS DA MINHA CASA PARARAM DE FUNCIONAR,1,1,2.2.436689.0,2021-12-07 16:51:27
